05;5;58;020;36305;10;;001;2597056.3472070447;5761231.036643226;A;00
05;5;58;020;36305;100;;001;2597858.23513275;5762221.347053071;A;00
05;5;58;020;36305;100;a;001;2597878.6567052975;5762234.378107021;A;00
05;5;58;020;36305;101;;001;2597834.8526381985;5762256.531783402;A;00
05;5;58;020;36305;102;;001;2597894.67676665;5762248.867436536;A;00
05;5;58;020;36305;103;a;001;2597850.056769827;5762272.353091393;A;00
05;5;58;020;36305;103;;001;2597855.605513171;5762281.617224627;A;00
05;5;58;020;36305;104;;001;2597911.645459332;5762265.721777041;A;00
05;5;58;020;36305;105;;001;2597887.333938061;5762305.607944203;A;00
05;5;58;020;36305;106;;001;2597934.1993405283;5762270.345499162;A;00
05;5;58;020;36305;108;;001;2597948.8879437977;5762286.94050174;A;00
05;5;58;020;36305;109;;001;2598031.0951997973;5762355.4743233565;A;00
05;5;58;020;36305;11;;001;2597080.4877253436;5761255.916307715;A;00
05;5;58;020;36305;110;;001;2597936.9848364396;5762311.712908501;A;00
05;5;58;020;36305;12;;001;2597078.20110832;5761231.950855119;A;00
05;5;58;020;36305;13;;001;2597095.2255463577;5761258.51415431;A;00
05;5;58;020;36305;14;;001;2597112.9220539066;5761242.726616544;A;00
05;5;58;020;36305;16;;001;2597126.7668054933;5761256.48021906;A;00
05;5;58;020;36305;17;;001;2597091.956387194;5761286.578516587;A;00
05;5;58;020;36305;18;;001;2597126.189693426;5761288.624554178;A;00
05;5;58;020;36305;19;;001;2597070.7118684016;5761315.988332425;A;00
05;5;58;020;36305;20;;001;2597084.900425173;5761333.515707197;A;00
05;5;58;020;36305;21;a;001;2597124.7264204053;5761360.5928306505;A;00
05;5;58;020;36305;21;;001;2597119.036147195;5761367.028034599;A;00
05;5;58;020;36305;22;;001;2597065.718062938;5761360.387458336;A;00
05;5;58;020;36305;23;;001;2597048.649269721;5761342.271604856;A;00
05;5;58;020;36305;24;;001;2597069.0979605354;5761396.261485843;A;00
05;5;58;020;36305;25;;001;2597032.539264397;5761390.445957921;A;00
05;5;58;020;36305;26;;001;2597093.0434104274;5761392.737556045;A;00
05;5;58;020;36305;27;;001;2597048.7788217124;5761409.707015636;A;00
05;5;58;020;36305;28;;001;2597082.8930557086;5761417.86260125;A;00
05;5;58;020;36305;3;;001;2597006.2970993826;5761224.226646779;A;00
05;5;58;020;36305;31;;001;2597068.0417255107;5761436.785255244;A;00
05;5;58;020;36305;32;;001;2597101.9089315226;5761451.627800216;A;00
05;5;58;020;36305;33;;001;2597071.248490222;5761459.245820273;A;00
05;5;58;020;36305;34;;001;2597112.6164010023;5761469.515086837;A;00
05;5;58;020;36305;36;a;001;2597144.6017311825;5761484.711473713;A;00
05;5;58;020;36305;36;b;001;2597149.2931035287;5761487.581412649;A;00
05;5;58;020;36305;36;d;001;2597157.9326124457;5761491.7287050905;A;00
05;5;58;020;36305;36;;001;2597140.2402586145;5761483.2118063355;A;00
05;5;58;020;36305;36;c;001;2597153.809877125;5761489.199628228;A;00
05;5;58;020;36305;40;;001;2597174.222247499;5761509.073514819;A;00
05;5;58;020;36305;44;;001;2597301.9127078974;5761536.333944108;A;00
05;5;58;020;36305;46;;001;2597248.9204536965;5761571.733962446;A;00
05;5;58;020;36305;5;;001;2597012.420053975;5761243.107086895;A;00
05;5;58;020;36305;51;;001;2597326.6653026175;5761665.753295052;A;00
05;5;58;020;36305;6;;001;2597030.7988758897;5761225.900962441;A;00
05;5;58;020;36305;7;;001;2597045.7148451144;5761254.256497539;A;00
05;5;58;020;36305;8;;001;2597039.1470888234;5761232.375061504;A;00
