05;7;62;004;A9920;1;;001;2707756.5215660194;5741750.821829993;A;00
05;7;62;004;B0010;1;;001;2708507.646044784;5737748.417931075;A;00
05;7;62;004;B0010;2;;001;2708505.2762023984;5737740.157903537;A;00
05;7;62;004;B0010;3;;001;2708503.819582309;5737734.438906514;A;00
05;7;62;004;B0020;1;;001;2708839.3905259;5736802.001206793;A;00
05;7;62;004;B0020;1;a;001;2708858.381246363;5736802.464173231;A;00
05;7;62;004;B0020;10;;001;2708896.2622257723;5736777.691315664;A;00
05;7;62;004;B0020;14;;001;2708961.4850441525;5736772.435336504;A;00
05;7;62;004;B0020;16;;001;2708977.210455841;5736777.487316682;A;00
05;7;62;004;B0020;18;;001;2708995.5052362345;5736777.967722245;A;00
05;7;62;004;B0020;2;;001;2708824.8731452464;5736779.352593333;A;00
05;7;62;004;B0020;20;;001;2709012.965382003;5736778.451847555;A;00
05;7;62;004;B0020;22;;001;2709028.5944667216;5736781.000422339;A;00
05;7;62;004;B0020;24;;001;2709036.0283859908;5736780.131263666;A;00
05;7;62;004;B0020;26;;001;2709044.008611339;5736780.276350178;A;00
05;7;62;004;B0020;28;;001;2709050.902274199;5736779.463096978;A;00
05;7;62;004;B0020;30;;001;2709057.399197973;5736779.69740787;A;00
05;7;62;004;B0020;32;;001;2709093.374692179;5736777.32306382;A;00
05;7;62;004;B0020;32;a;001;2709101.89920198;5736777.460495814;A;00
05;7;62;004;B0020;34;;001;2709118.6171145723;5736774.5591105195;A;00
05;7;62;004;B0020;36;;001;2709135.9779759543;5736773.585564916;A;00
05;7;62;004;B0020;38;;001;2709149.1588038565;5736774.793181508;A;00
05;7;62;004;B0020;4;;001;2708841.9013996306;5736779.401203048;A;00
05;7;62;004;B0020;40;;001;2709169.2684467053;5736770.998539144;A;00
05;7;62;004;B0020;42;;001;2709173.0937862643;5736771.082834166;A;00
05;7;62;004;B0020;6;;001;2708860.300987684;5736779.354978818;A;00
05;7;62;004;B0020;8;;001;2708877.738572672;5736779.340291317;A;00
05;7;62;004;B0025;1;;001;2709202.1376590733;5736735.926434876;A;00
05;7;62;004;B0025;3;;001;2709222.188585911;5736736.747584558;A;00
05;7;62;004;B0025;4;;001;2709211.3265150776;5736714.784311365;A;00
05;7;62;004;B0025;6;;001;2709228.2209117925;5736718.962760524;A;00
05;7;62;004;B3000;11;;001;2709543.1863334714;5739748.042583512;A;00
05;7;62;004;B3000;12;;001;2709450.284100056;5739675.060829791;A;00
05;7;62;004;B3000;13;;001;2709456.657709534;5739701.870480915;A;00
05;7;62;004;B3000;14;;001;2709408.9943403644;5739701.518133649;A;00
05;7;62;004;B3000;16;;001;2709329.908020538;5739719.903810939;A;00
05;7;62;004;B3000;26;;001;2709209.5902423663;5740004.719063055;A;00
05;7;62;004;B0030;10;;001;2708741.794404237;5738103.536748871;A;00
05;7;62;004;B0030;10;a;001;2708722.519822064;5738088.114422026;A;00
05;7;62;004;B0030;11;;001;2708671.7086395277;5738052.359250707;A;00
05;7;62;004;B0030;12;;001;2708747.557020623;5738128.328556756;A;00
05;7;62;004;B0030;13;;001;2708684.461002008;5738072.543050144;A;00
05;7;62;004;B0030;15;;001;2708695.953135465;5738090.706484987;A;00
05;7;62;004;B0030;17;;001;2708712.831035295;5738120.085127178;A;00
05;7;62;004;B0030;19;;001;2708728.0836502183;5738140.54114702;A;00
05;7;62;004;B0030;2;;001;2708661.734397159;5737989.675119689;A;00
05;7;62;004;B0030;21;;001;2708739.396248007;5738159.4886060925;A;00
05;7;62;004;B0030;22;;001;2708823.620139383;5738247.2220117645;A;00
05;7;62;004;B0030;23;a;001;2708742.0907549337;5738191.889872481;A;00
05;7;62;004;B0030;23;;001;2708754.591494016;5738181.9468314815;A;00
05;7;62;004;B0030;24;;001;2708851.9499602993;5738272.108237851;A;00
05;7;62;004;B0030;25;;001;2708768.229915515;5738204.211751103;A;00
05;7;62;004;B0030;27;;001;2708776.906308143;5738218.231147787;A;00
05;7;62;004;B0030;29;;001;2708789.173988649;5738239.456905909;A;00
05;7;62;004;B0030;3;;001;2708641.01545867;5737996.444876237;A;00
05;7;62;004;B0030;31;;001;2708800.6012342777;5738256.714084294;A;00
05;7;62;004;B0030;4;;001;2708708.7759005767;5738049.33084127;A;00
05;7;62;004;B0030;5;;001;2708648.041976677;5738007.445105243;A;00
05;7;62;004;B0030;7;;001;2708656.8410638273;5738021.404418744;A;00
05;7;62;004;B1490;1;;001;2711507.8176347287;5731181.672188777;A;00
05;7;62;004;B1490;10;;001;2711565.709280168;5731233.459371998;A;00
05;7;62;004;B1490;12;;001;2711560.584972635;5731251.903012958;A;00
05;7;62;004;B1490;14;;001;2711543.1609351076;5731231.559330652;A;00
05;7;62;004;B1490;16;;001;2711521.4926988594;5731218.708827972;A;00
05;7;62;004;B1490;18;;001;2711497.729727694;5731194.092287433;A;00
05;7;62;004;B1490;2;;001;2711555.6303509586;5731181.205121025;A;00
05;7;62;004;B1490;20;;001;2711476.0932879867;5731179.469927445;A;00
05;7;62;004;B1490;22;;001;2711454.22648368;5731171.521051019;A;00
05;7;62;004;B1490;3;;001;2711479.795707034;5731170.3886708915;A;00
05;7;62;004;B1490;4;;001;2711531.6578384773;5731198.613166819;A;00
05;7;62;004;B1490;5;;001;2711457.104511483;5731162.145426649;A;00
05;7;62;004;B1490;6;;001;2711553.4026086335;5731211.356618129;A;00
05;7;62;004;B1490;8;;001;2711579.345767399;5731212.337373836;A;00
05;7;62;004;B2400;1;;001;2706197.2061443753;5731127.144418777;A;00
05;7;62;004;B2400;10;;001;2705868.441493067;5731144.236056134;A;00
05;7;62;004;B2400;11;;001;2706023.464187808;5731140.222998044;A;00
05;7;62;004;B2400;12;;001;2705878.0993525945;5731186.210423062;A;00
05;7;62;004;B2400;13;;001;2705947.1028956627;5731120.390287611;A;00
05;7;62;004;B2400;13;a;001;2705960.377925291;5731117.134521269;A;00
05;7;62;004;B2400;14;;001;2705899.5537827658;5731212.063692434;A;00
05;7;62;004;B2400;15;;001;2705915.893606432;5731113.894647951;A;00
05;7;62;004;B2400;17;;001;2705885.0065422207;5731111.085728271;A;00
05;7;62;004;B2400;19;;001;2705864.76963099;5731121.810842931;A;00
05;7;62;004;B2400;2;;001;2706327.4916879623;5731163.563090113;A;00
05;7;62;004;B2400;23;a;001;2705789.8380627725;5731170.667735372;A;00
05;7;62;004;B2400;23;;001;2705802.8476339076;5731147.972864824;A;00
05;7;62;004;B2400;25;;001;2705744.453418694;5731196.872705245;A;00
05;7;62;004;B2400;27;;001;2705716.5568862455;5731209.745134918;A;00
05;7;62;004;B2400;3;;001;2706180.080108045;5731127.165398085;A;00
05;7;62;004;B2400;4;;001;2706261.1820810605;5731172.277296153;A;00
05;7;62;004;B2400;5;;001;2706153.1062858333;5731130.43683276;A;00
05;7;62;004;B2400;6;;001;2705964.6172733367;5731149.02370607;A;00
05;7;62;004;B2400;8;;001;2705913.0921198;5731160.678006394;A;00
05;7;62;004;B2400;9;;001;2706058.55376034;5731143.614471197;A;00
05;7;62;004;A9881;2;;001;2705977.917219585;5741674.227852742;A;00
05;7;62;004;A9371;3;;001;2714077.062941758;5735819.141265812;A;00
05;7;62;004;A9371;4;;001;2709225.4128034078;5737573.477258238;A;00
05;7;62;004;A9371;5;;001;2709398.2140183444;5737314.20525053;A;00
05;7;62;004;A9371;6;;001;2709566.798828918;5737003.077258947;A;00
05;7;62;004;A9371;8;;001;2709009.0707958727;5739799.998411779;A;00
05;7;62;004;B2300;1;;001;2706002.5195175717;5741737.943487171;A;00
05;7;62;004;B2300;2;;001;2706006.69867929;5741742.716691572;A;00
05;7;62;004;B0035;1;;001;2707976.557741455;5736449.971871467;A;00
05;7;62;004;B0035;10;;001;2707888.0240165466;5736414.134531755;A;00
05;7;62;004;B0035;11;a;001;2707868.7849133667;5736372.604645021;A;00
05;7;62;004;B0035;11;;001;2707875.408698392;5736377.326103317;A;00
05;7;62;004;B0035;12;;001;2707869.5617867243;5736401.099037679;A;00
05;7;62;004;B0035;13;;001;2707854.027686301;5736363.112628331;A;00
05;7;62;004;B0035;14;;001;2707849.7917013345;5736390.681459018;A;00
05;7;62;004;B0035;15;;001;2707831.818858983;5736358.986018909;A;00
05;7;62;004;B0035;16;;001;2707815.6694570812;5736380.403567029;A;00
05;7;62;004;B0035;18;;001;2707794.79598138;5736376.715587173;A;00
05;7;62;004;B0035;2;;001;2707965.948119874;5736472.2174634645;A;00
05;7;62;004;B0035;3;;001;2707953.8583263922;5736433.520257372;A;00
05;7;62;004;B0035;4;;001;2707940.631363882;5736450.865647695;A;00
05;7;62;004;B0035;6;;001;2707923.610840757;5736442.5246881675;A;00
05;7;62;004;B0035;7;;001;2707922.050995405;5736408.737746387;A;00
05;7;62;004;B0035;8;;001;2707906.4308059025;5736426.399385427;A;00
05;7;62;004;B0035;9;a;001;2707888.5857518413;5736385.853502142;A;00
05;7;62;004;B0035;9;;001;2707894.613278484;5736390.141700414;A;00
05;7;62;004;B2001;1;;001;2713691.4372435138;5735326.234254301;A;00
05;7;62;004;B2001;2;;001;2713697.0580647867;5735352.658701118;A;00
05;7;62;004;A9653;1;;001;2707128.5247585494;5741419.156924677;A;00
05;7;62;004;A9279;1;;001;2711577.04217806;5737679.880832218;A;00
05;7;62;004;A9279;2;;001;2711663.5240089707;5737866.034290059;A;00
05;7;62;004;A9279;3;;001;2711617.934874072;5738021.283294872;A;00
05;7;62;004;B0040;1;;001;2708360.225199271;5737535.204813054;A;00
05;7;62;004;B0040;2;;001;2708339.80851618;5737544.14888072;A;00
05;7;62;004;B0040;3;;001;2708312.024361524;5737557.897783933;A;00
05;7;62;004;B0040;4;;001;2708280.1085400423;5737555.347022544;A;00
05;7;62;004;B0040;5;;001;2708252.2057914417;5737563.993997759;A;00
05;7;62;004;B0050;1;;001;2708021.6277889214;5738112.631405592;A;00
05;7;62;004;B0050;1;a;001;2708014.304872632;5738115.818177335;A;00
05;7;62;004;B0050;10;;001;2707982.6357435836;5738154.053757143;A;00
05;7;62;004;B0050;11;;001;2707931.7862000247;5738103.099181796;A;00
05;7;62;004;B0050;12;;001;2707972.0307894098;5738189.956664618;A;00
05;7;62;004;B0050;13;a;001;2707947.708582378;5738129.064404521;A;00
05;7;62;004;B0050;13;;001;2707937.186729433;5738134.813279738;A;00
05;7;62;004;B0050;14;;001;2707956.465852396;5738189.551422096;A;00
05;7;62;004;B0050;15;;001;2707913.196702023;5738138.111440981;A;00
05;7;62;004;B0050;16;;001;2707947.655623089;5738161.212205156;A;00
05;7;62;004;B0050;17;;001;2707894.5419043703;5738131.582396888;A;00
05;7;62;004;B0050;18;;001;2707915.5196623453;5738160.092839788;A;00
05;7;62;004;B0050;19;;001;2707875.4483708437;5738127.43755226;A;00
05;7;62;004;B0050;2;;001;2708032.785889227;5738135.550489501;A;00
05;7;62;004;B0050;20;;001;2707899.002688865;5738184.204929838;A;00
05;7;62;004;B0050;21;;001;2707855.9252088484;5738121.026039922;A;00
05;7;62;004;B0050;22;;001;2707872.4324915647;5738174.521067943;A;00
05;7;62;004;B0050;23;;001;2707838.3402413805;5738113.695535408;A;00
05;7;62;004;B0050;24;;001;2707877.3563079867;5738151.811133403;A;00
05;7;62;004;B0050;25;;001;2707820.926734416;5738104.122103214;A;00
05;7;62;004;B0050;26;;001;2707847.4492174345;5738140.423153638;A;00
05;7;62;004;B0050;27;;001;2707789.7942207465;5738084.781696836;A;00
05;7;62;004;B0050;28;;001;2707824.385544123;5738167.288127162;A;00
05;7;62;004;B0050;3;;001;2707990.9293452725;5738126.72407566;A;00
05;7;62;004;B0050;30;;001;2707804.393918238;5738150.110290632;A;00
05;7;62;004;B0050;32;;001;2707817.1789906826;5738131.602805912;A;00
05;7;62;004;B0050;34;;001;2707785.4142296505;5738108.298395957;A;00
05;7;62;004;B0050;36;;001;2707754.3637967347;5738123.204026095;A;00
05;7;62;004;B0050;38;;001;2707756.9725075066;5738090.442177805;A;00
05;7;62;004;B0050;4;;001;2708043.1165837194;5738170.053115747;A;00
05;7;62;004;B0050;40;;001;2707721.3990352293;5738078.3571646465;A;00
05;7;62;004;B0050;5;;001;2707976.695451908;5738088.845105846;A;00
05;7;62;004;B0050;6;;001;2708023.0956674432;5738177.243254855;A;00
05;7;62;004;B0050;7;;001;2707960.347016542;5738073.547284381;A;00
05;7;62;004;B0050;8;;001;2708007.5255688485;5738146.686353294;A;00
05;7;62;004;B0050;9;;001;2707933.2773805847;5738081.449080666;A;00
05;7;62;004;A9876;1;;001;2709330.834873485;5729692.730979653;A;00
05;7;62;004;A9473;1;;001;2712830.353793445;5742349.693905047;A;00
05;7;62;004;A9954;1;;001;2711505.595225808;5739868.919011776;A;00
05;7;62;004;B0055;1;;001;2709131.6733359722;5736284.257697108;A;00
05;7;62;004;A9598;2;;001;2706897.0116365617;5730015.151601668;A;00
05;7;62;004;B1500;1;;001;2711975.404962278;5730586.48299501;A;00
05;7;62;004;B1500;2;;001;2711960.512796925;5730558.600758083;A;00
05;7;62;004;B1500;3;;001;2711992.2129088836;5730559.835192839;A;00
05;7;62;004;B1500;4;;001;2711960.6865360676;5730524.483779783;A;00
05;7;62;004;B1500;5;;001;2712101.7868188894;5730282.530074411;A;00
05;7;62;004;B1500;6;;001;2712076.7344466625;5729911.515018785;A;00
05;7;62;004;B2405;11;;001;2707435.440432521;5730260.200286055;A;00
05;7;62;004;B1505;2;;001;2711991.3664914;5730732.6289859265;A;00
05;7;62;004;B1505;4;;001;2712062.6732517034;5730914.361663915;A;00
05;7;62;004;B1505;6;;001;2712125.413970282;5731132.136430444;A;00
05;7;62;004;B1505;6;a;001;2712125.32407814;5731136.660848707;A;00
05;7;62;004;B1900;10;a;001;2707033.275194726;5743757.665661688;A;00
05;7;62;004;B1900;10;;001;2707017.3347043158;5743749.063037563;A;00
05;7;62;004;B1900;11;;001;2707003.1998020317;5743714.499737023;A;00
05;7;62;004;B1900;12;;001;2706991.857878089;5743751.343568399;A;00
05;7;62;004;B1900;13;;001;2706993.5845662192;5743718.615679216;A;00
05;7;62;004;B1900;14;;001;2706942.723638916;5743765.79893167;A;00
05;7;62;004;B1900;15;;001;2706970.6989715034;5743736.6165556675;A;00
05;7;62;004;B1900;16;;001;2706916.9775022278;5743795.048073415;A;00
05;7;62;004;B1900;17;;001;2706949.324520593;5743730.1142283445;A;00
05;7;62;004;B1900;18;;001;2706990.0513586756;5743768.108943244;A;00
05;7;62;004;B1900;2;;001;2707100.071247861;5743743.14835978;A;00
